Date,B1,B2,B3,B4,B5,G1,G2,G3,G4,G5
2018-01-01,[CO | 68.9%],[LE | 6.3%],[ZW | 1.5%],[ZS | 1.3%],,[CO | 68.3%],[LE | 7.0%],[ZW | 1.5%],[ZS | 1.2%],
2018-02-01,,,,,,,,,,
2018-03-01,[SU | 98.5%],[GD | 0.7%],,,,[SU | 94.3%],[GD | 4.3%],[CF | 0.5%],[CC | 0.1%],
2018-04-01,[SU | 0.8%],,,,,[SU | 0.8%],,,,
2018-05-01,[CT | 81.5%],[SU | 6.4%],[CF | 5.5%],[CP | 1.5%],,[CT | 80.8%],[SU | 6.6%],[CF | 5.4%],[CP | 2.0%],[ZC | 0.1%]
2018-06-01,[CT | 3.1%],[SV | 0.9%],,,,[CT | 3.1%],[SV | 0.9%],,,
2018-07-01,[CT | 3.7%],[NG | 0.1%],,,,[CT | 3.7%],[NG | 0.1%],,,
2018-08-01,[LE | 61.7%],[HE | 15.2%],[NG | 10.6%],,,[LE | 65.7%],[HE | 12.9%],[NG | 8.9%],,
2018-09-01,[ZS | 85.8%],[ZW | 3.4%],[ZC | 1.7%],[SV | 0.5%],[HO | 0.4%],[ZS | 85.3%],[ZW | 3.6%],[ZC | 1.6%],[SV | 0.5%],[HO | 0.5%]
2018-10-01,[NG | 60.2%],[CC | 1.1%],,,,[NG | 60.2%],[CC | 1.1%],,,
2018-11-01,[HO | 36.3%],[SU | 18.1%],[ZC | 11.2%],[CO | 9.5%],[NG | 1.0%],[HO | 34.0%],[SU | 21.5%],[ZC | 10.8%],[CO | 8.4%],[NG | 1.2%]
2018-12-01,[HO | 6.9%],[SV | 3.8%],[GD | 2.3%],[CO | 2.0%],[HE | 0.1%],[HO | 6.8%],[SV | 3.8%],[GD | 2.4%],[CO | 2.0%],[HE | 0.1%]
2019-01-01,[CO | 31.5%],[NG | 10.7%],[LE | 6.5%],[ZS | 5.1%],[ZW | 4.8%],[CO | 31.0%],[NG | 10.0%],[LE | 7.6%],[ZS | 5.5%],[ZW | 4.6%]
2019-02-01,[NG | 1.9%],[ZW | 0.1%],,,,[NG | 1.9%],[ZW | 0.1%],,,
2019-03-01,[SU | 93.4%],[GD | 1.4%],[CF | 0.4%],,,[SU | 91.4%],[GD | 3.1%],[CF | 0.7%],,
2019-04-01,[SU | 5.6%],[HE | 1.7%],[LE | 1.3%],[CP | 0.1%],,[SU | 5.6%],[HE | 1.7%],[LE | 1.3%],[CP | 0.1%],
2019-05-01,[CT | 35.8%],[CF | 8.4%],[CP | 7.3%],[CC | 2.0%],[ZC | 2.0%],[CT | 34.7%],[CP | 7.9%],[CF | 7.9%],[ZC | 1.9%],[CC | 1.8%]
2019-06-01,[CT | 57.5%],[SV | 4.6%],[GD | 0.6%],[CP | 0.4%],[ZC | 0.2%],[CT | 58.4%],[SV | 3.6%],[GD | 0.7%],[CP | 0.4%],[ZC | 0.2%]
2019-07-01,[HE | 63.6%],[CT | 0.3%],[CO | 0.1%],,,[HE | 63.6%],[CT | 0.3%],[CO | 0.1%],,
2019-08-01,[LE | 55.0%],[HE | 9.2%],[NG | 4.4%],[ZW | 3.1%],[CP | 0.2%],[LE | 57.9%],[HE | 7.7%],[NG | 3.4%],[ZW | 2.7%],[CP | 0.2%]
2019-09-01,[ZS | 46.3%],[ZW | 8.5%],[GD | 2.6%],[ZC | 1.9%],[HO | 0.6%],[ZS | 47.3%],[ZW | 7.6%],[GD | 2.6%],[ZC | 1.7%],[HO | 0.7%]
2019-10-01,[NG | 23.0%],[CC | 0.1%],,,,[NG | 23.0%],[CC | 0.1%],,,
2019-11-01,[HO | 33.9%],[SU | 13.1%],[CO | 7.9%],[CC | 6.0%],[CF | 3.3%],[HO | 33.3%],[SU | 14.7%],[CO | 6.8%],[CC | 6.2%],[CF | 3.3%]
2019-12-01,[CC | 16.0%],[GD | 11.9%],[SV | 6.0%],[HO | 3.2%],[CO | 1.1%],[CC | 15.1%],[GD | 13.5%],[SV | 5.5%],[HO | 3.1%],[CO | 1.1%]
2020-01-01,[ZS | 7.8%],[LE | 4.4%],[ZW | 3.7%],[NG | 2.3%],[CO | 1.4%],[ZS | 7.9%],[LE | 4.5%],[ZW | 3.7%],[NG | 2.2%],[CO | 1.3%]
2020-02-01,[NG | 5.7%],[HE | 0.6%],[SU | 0.2%],[ZW | 0.1%],,[NG | 5.7%],[HE | 0.6%],[SU | 0.2%],[ZW | 0.1%],
2020-03-01,[SU | 79.5%],[GD | 4.0%],[ZC | 3.1%],[CF | 2.0%],[CP | 1.3%],[SU | 73.0%],[GD | 6.6%],[CF | 4.3%],[ZC | 4.1%],[CP | 1.7%]
2020-04-01,[SU | 20.8%],[CP | 4.1%],[LE | 2.6%],[CT | 0.1%],,[SU | 20.7%],[CP | 4.1%],[LE | 2.7%],[CT | 0.1%],
2020-05-01,[SV | 31.9%],[CT | 30.8%],[CO | 16.5%],[CF | 6.9%],[HO | 5.8%],[CT | 27.0%],[SV | 25.7%],[CO | 15.1%],[CF | 8.1%],[HO | 8.1%]
2020-06-01,[CT | 29.1%],[CP | 0.8%],[SV | 0.4%],[HO | 0.3%],,[CT | 29.2%],[CP | 0.8%],[SV | 0.4%],[HO | 0.2%],
2020-07-01,[HE | 28.0%],[CT | 3.6%],[LE | 0.2%],[CO | 0.1%],[CC | 0.1%],[HE | 28.0%],[CT | 3.6%],[LE | 0.2%],[CO | 0.1%],[CC | 0.1%]
2020-08-01,[LE | 36.2%],[SU | 31.4%],[CP | 7.2%],[ZW | 1.9%],[HE | 1.1%],[LE | 39.0%],[SU | 29.6%],[CP | 7.0%],[ZW | 1.5%],[HE | 0.7%]
2020-09-01,[GD | 22.7%],[ZS | 18.2%],[SV | 14.9%],[ZC | 1.3%],[NG | 1.3%],[GD | 25.3%],[ZS | 18.0%],[SV | 13.2%],[ZC | 1.3%],[NG | 1.3%]
2020-10-01,[NG | 6.3%],[HO | 0.4%],[CC | 0.4%],[HE | 0.2%],[CO | 0.1%],[NG | 6.3%],[HO | 0.4%],[CC | 0.4%],[HE | 0.2%],[CO | 0.1%]
2020-11-01,[ZC | 25.8%],[HO | 16.7%],[GD | 14.4%],[SV | 12.3%],[SU | 6.0%],[ZC | 27.4%],[GD | 18.2%],[HO | 13.9%],[SV | 9.5%],[SU | 6.9%]
2020-12-01,[CC | 22.8%],[NG | 13.7%],[GD | 1.4%],[HO | 0.7%],[SV | 0.3%],[CC | 23.7%],[NG | 12.6%],[GD | 1.6%],[HO | 0.7%],[SV | 0.3%]
2021-01-01,[LE | 7.8%],[ZS | 6.1%],[NG | 3.9%],[ZW | 1.4%],[CO | 1.2%],[LE | 7.8%],[ZS | 6.2%],[NG | 3.8%],[ZW | 1.4%],[CO | 1.2%]
2021-02-01,[NG | 9.7%],[HE | 5.8%],[ZW | 3.1%],[LE | 0.2%],[CP | 0.1%],[NG | 9.6%],[HE | 5.9%],[ZW | 3.1%],[LE | 0.2%],[CP | 0.1%]
2021-03-01,[SU | 73.4%],[CP | 9.0%],[HO | 2.7%],[ZC | 1.6%],[GD | 1.4%],[SU | 62.6%],[CP | 17.0%],[GD | 3.1%],[HO | 2.3%],[CF | 2.1%]
2021-04-01,[SU | 8.9%],[LE | 6.1%],[CP | 1.7%],[ZC | 1.0%],[ZW | 1.0%],[SU | 8.9%],[LE | 6.1%],[CP | 1.7%],[ZC | 1.0%],[ZW | 1.0%]
2021-05-01,[CT | 31.1%],[CF | 25.5%],[NG | 10.0%],[CP | 7.3%],[GD | 6.5%],[CT | 27.3%],[CF | 20.0%],[GD | 13.8%],[NG | 8.9%],[CP | 8.7%]
2021-06-01,[CT | 5.2%],[SV | 0.5%],[HE | 0.5%],[HO | 0.3%],[CO | 0.1%],[CT | 5.2%],[SV | 0.5%],[HE | 0.5%],[HO | 0.3%],[CO | 0.1%]
2021-07-01,[HE | 47.9%],[CO | 3.6%],[CT | 1.8%],[NG | 1.8%],[CP | 0.9%],[HE | 48.3%],[CO | 3.2%],[CT | 1.9%],[NG | 1.7%],[CP | 0.9%]
2021-08-01,[LE | 52.6%],[SU | 24.5%],[ZW | 4.6%],[CP | 3.5%],[HE | 0.8%],[LE | 57.8%],[SU | 21.4%],[CP | 3.5%],[ZW | 2.9%],[HE | 0.5%]
2021-09-01,[SV | 60.3%],[GD | 9.8%],[ZS | 9.7%],[CT | 5.2%],[ZC | 3.6%],[SV | 42.0%],[GD | 19.3%],[ZS | 12.5%],[CT | 9.5%],[ZC | 4.3%]
2021-10-01,[NG | 5.1%],[HO | 3.9%],[CO | 3.3%],[CC | 2.5%],[CF | 2.2%],[NG | 5.1%],[HO | 3.9%],[CO | 3.3%],[CC | 2.5%],[CF | 2.2%]
2021-11-01,[SV | 57.6%],[GD | 19.2%],[ZC | 4.7%],[ZW | 4.1%],[SU | 2.8%],[SV | 49.3%],[GD | 27.1%],[ZC | 6.0%],[ZW | 4.1%],[SU | 3.1%]
2021-12-01,[NG | 45.4%],[CC | 28.8%],[CF | 1.8%],[HO | 1.2%],[SU | 0.8%],[NG | 38.8%],[CC | 33.9%],[CF | 2.3%],[HO | 1.4%],[SU | 1.1%]
2022-01-01,[HE | 8.9%],[LE | 8.2%],[NG | 7.2%],[ZS | 4.1%],[ZW | 3.7%],[LE | 9.5%],[HE | 8.8%],[NG | 6.4%],[ZS | 4.4%],[ZW | 3.6%]
2022-02-01,[NG | 11.0%],[ZW | 4.2%],[SV | 2.3%],[GD | 1.4%],[LE | 1.0%],[NG | 10.9%],[ZW | 4.2%],[SV | 2.3%],[GD | 1.5%],[LE | 1.0%]
2022-03-01,[SU | 64.4%],[HO | 11.1%],[SV | 7.9%],[CP | 4.2%],[CO | 3.2%],[SU | 48.0%],[SV | 13.4%],[CP | 11.8%],[HO | 8.8%],[GD | 3.9%]
2022-04-01,[LE | 7.2%],[SV | 4.3%],[GD | 0.5%],[CF | 0.5%],[HE | 0.4%],[LE | 7.2%],[SV | 4.3%],[GD | 0.5%],[CF | 0.5%],[HE | 0.4%]
2022-05-01,[CT | 64.3%],[NG | 17.8%],[CP | 2.6%],[CF | 2.5%],[SU | 1.5%],[CT | 57.6%],[NG | 17.3%],[CP | 4.6%],[CF | 3.7%],[ZS | 2.1%]
2022-06-01,[CT | 5.6%],[HE | 4.1%],[CC | 0.6%],[HO | 0.5%],[SV | 0.5%],[CT | 5.7%],[HE | 3.9%],[CC | 0.6%],[HO | 0.5%],[SV | 0.5%]
2022-07-01,[HE | 53.3%],[ZC | 15.6%],[CO | 5.7%],[ZS | 3.1%],[SU | 2.2%],[HE | 55.4%],[ZC | 12.8%],[CO | 5.0%],[ZS | 3.8%],[SU | 2.3%]
2022-08-01,[LE | 29.1%],[ZW | 24.7%],[CF | 10.8%],[ZC | 7.8%],[SU | 7.0%],[LE | 35.8%],[ZW | 21.5%],[CF | 10.3%],[ZC | 6.8%],[SU | 6.3%]
2022-09-01,[SV | 35.8%],[GD | 20.3%],[ZS | 9.5%],[CT | 4.2%],[HO | 2.5%],[SV | 30.9%],[GD | 25.5%],[ZS | 9.0%],[CT | 4.3%],[HO | 2.7%]
2022-10-01,[CO | 15.3%],[NG | 11.9%],[HO | 11.6%],[CC | 7.0%],[GD | 1.6%],[CO | 14.5%],[HO | 12.3%],[NG | 11.6%],[CC | 7.0%],[GD | 1.8%]
2022-11-01,[SV | 44.6%],[GD | 21.0%],[CO | 13.5%],[HO | 6.8%],[SU | 2.0%],[SV | 39.5%],[GD | 30.4%],[CO | 9.0%],[HO | 4.5%],[ZC | 3.1%]
2022-12-01,[NG | 51.7%],[CC | 9.8%],[CF | 2.6%],[ZW | 1.8%],[SU | 1.5%],[NG | 48.5%],[CC | 11.3%],[CF | 3.2%],[ZW | 2.4%],[SU | 1.7%]
2023-01-01,[CP | 15.1%],[LE | 12.1%],[CC | 6.9%],[HE | 4.4%],[SU | 4.4%],[CP | 14.8%],[LE | 13.9%],[CC | 6.4%],[SU | 4.4%],[HE | 4.0%]
2023-02-01,[NG | 13.5%],[LE | 2.6%],[SV | 2.4%],[CO | 1.1%],[HE | 0.4%],[NG | 13.5%],[LE | 2.6%],[SV | 2.4%],[CO | 1.1%],[HE | 0.4%]
2023-03-01,[SU | 50.9%],[SV | 8.1%],[CP | 6.3%],[HO | 5.2%],[ZS | 5.1%],[SU | 41.1%],[SV | 10.2%],[CP | 8.6%],[ZS | 8.0%],[CF | 5.5%]
2023-04-01,[LE | 9.0%],[SV | 5.0%],[GD | 1.2%],[CF | 0.7%],[HE | 0.7%],[LE | 9.0%],[SV | 4.9%],[GD | 1.2%],[CF | 0.7%],[HE | 0.7%]
2023-05-01,[CT | 42.7%],[NG | 7.9%],[CP | 4.5%],[GD | 2.9%],[SU | 2.6%],[CT | 42.6%],[NG | 7.3%],[CP | 4.4%],[GD | 3.4%],[SU | 2.8%]
2023-06-01,[CC | 15.7%],[CT | 11.5%],[HE | 9.2%],[ZC | 7.5%],[CP | 2.8%],[CC | 16.0%],[CT | 11.4%],[HE | 9.0%],[ZC | 7.5%],[CP | 2.9%]
2023-07-01,[ZC | 68.7%],[HE | 8.9%],[CO | 6.5%],[ZW | 6.1%],[SU | 3.7%],[ZC | 63.4%],[HE | 9.1%],[ZS | 8.5%],[SU | 5.9%],[ZW | 5.6%]
2023-08-01,[LE | 35.8%],[ZW | 21.9%],[ZS | 8.8%],[ZC | 5.1%],[SU | 3.9%],[LE | 41.5%],[ZW | 19.3%],[ZS | 8.2%],[ZC | 3.8%],[SU | 3.7%]
2023-09-01,[SV | 43.2%],[GD | 28.8%],[CT | 5.8%],[HO | 4.9%],[CF | 4.5%],[GD | 40.5%],[SV | 34.8%],[ZS | 4.6%],[CF | 4.3%],[CT | 3.8%]
2023-10-01,[NG | 15.0%],[CC | 7.7%],[CO | 5.9%],[GD | 3.7%],[HO | 3.2%],[NG | 14.8%],[CC | 7.7%],[CO | 5.7%],[GD | 4.2%],[HO | 2.9%]
2023-11-01,[SV | 23.9%],[CO | 18.2%],[GD | 16.0%],[HO | 10.8%],[ZC | 5.3%],[SV | 23.2%],[GD | 21.2%],[CO | 13.8%],[HO | 8.8%],[ZC | 6.6%]
2023-12-01,[NG | 67.2%],[CC | 3.0%],[CF | 2.9%],[SU | 1.0%],[CO | 0.7%],[NG | 64.9%],[CC | 3.9%],[CF | 3.6%],[SU | 1.3%],[ZW | 0.9%]
2024-01-01,[HE | 9.1%],[CC | 8.6%],[LE | 8.3%],[CP | 6.3%],[ZW | 4.2%],[LE | 9.4%],[HE | 8.7%],[CC | 8.0%],[CP | 6.5%],[ZW | 4.2%]
2024-02-01,[NG | 12.6%],[SV | 4.4%],[CT | 2.3%],[LE | 1.7%],[CO | 0.9%],[NG | 12.4%],[SV | 4.5%],[CT | 2.3%],[LE | 1.8%],[CO | 0.9%]
2024-03-01,[SU | 21.6%],[HO | 11.1%],[CF | 7.6%],[CP | 7.0%],[CO | 4.8%],[SU | 19.8%],[HO | 10.3%],[CF | 8.4%],[CP | 8.2%],[ZS | 4.7%]
2024-04-01,[LE | 6.3%],[SV | 1.6%],[HE | 0.8%],[ZW | 0.6%],[CP | 0.5%],[LE | 6.3%],[SV | 1.6%],[HE | 0.8%],[ZW | 0.6%],[CP | 0.5%]
2024-05-01,[CT | 18.3%],[CP | 17.8%],[ZS | 10.2%],[NG | 6.8%],[GD | 2.5%],[CP | 18.2%],[CT | 17.8%],[ZS | 12.0%],[NG | 6.0%],[GD | 2.7%]
2024-06-01,[CT | 12.6%],[CC | 7.8%],[ZC | 5.8%],[HE | 4.3%],[CF | 1.6%],[CT | 12.9%],[CC | 7.6%],[ZC | 5.8%],[HE | 4.1%],[CF | 1.6%]
2024-07-01,[ZC | 55.5%],[ZW | 10.9%],[SU | 7.6%],[CO | 6.8%],[ZS | 4.9%],[ZC | 55.3%],[SU | 9.0%],[ZW | 8.9%],[ZS | 7.9%],[CO | 4.7%]
2024-08-01,[ZW | 31.9%],[ZS | 19.0%],[LE | 17.6%],[ZC | 6.8%],[CP | 6.2%],[LE | 27.4%],[ZW | 23.4%],[ZS | 20.2%],[CP | 7.7%],[ZC | 6.0%]
2024-09-01,[SV | 47.8%],[GD | 26.5%],[CT | 8.6%],[CF | 5.8%],[CC | 2.2%],[GD | 41.5%],[SV | 36.0%],[CT | 5.7%],[CF | 5.6%],[ZS | 2.3%]
2024-10-01,[CO | 7.1%],[NG | 5.4%],[HO | 4.7%],[CC | 4.6%],[CP | 2.4%],[CO | 7.1%],[NG | 5.4%],[CC | 4.7%],[HO | 4.6%],[CP | 2.4%]
2024-11-01,[CO | 18.5%],[HO | 15.8%],[GD | 12.2%],[SV | 7.9%],[ZC | 5.9%],[CO | 16.0%],[GD | 14.6%],[HO | 13.7%],[SV | 8.9%],[ZC | 6.6%]
2024-12-01,[NG | 75.1%],[CC | 3.7%],[CO | 1.7%],[CF | 1.5%],[SU | 1.5%],[NG | 69.4%],[CC | 6.1%],[CF | 3.0%],[SU | 2.4%],[CO | 2.1%]
